,RG,Sample,Chromosome,Start,End,Length.bp.,NumberofMarkers,Quality,Cummulative,Bold
39175,RG,SRR7107782_Portugal,chr2,6766920,6888791,121872,298,88.2,22656919,no
39364,RG,SRR7107782_Portugal,chr2,78261903,78383988,122086,858,95.5,22779005,no
37260,RG,SRR7107782_Portugal,chr10,34956945,35079252,122308,554,94,22901313,no
37209,RG,SRR7107782_Portugal,chr10,13802640,13924963,122324,706,80,23023637,no
38243,RG,SRR7107782_Portugal,chr1,55688842,55811251,122410,1412,96.6,23146047,no
40659,RG,SRR7107782_Portugal,chr7,35004181,35126648,122468,543,94,23268515,no
37734,RG,SRR7107782_Portugal,chr16,47300769,47423469,122701,1074,79,23391216,no
38175,RG,SRR7107782_Portugal,chr1,14685573,14808282,122710,762,94.2,23513926,no
40600,RG,SRR7107782_Portugal,chr6,74638269,74761008,122740,1427,96.8,23636666,no
37285,RG,SRR7107782_Portugal,chr10,63739411,63862317,122907,430,87.3,23759573,no
40546,RG,SRR7107782_Portugal,chr6,56518957,56641982,123026,527,87.6,23882599,no
38407,RG,SRR7107782_Portugal,chr20,1721392,1844442,123051,383,88.2,24005650,no
39124,RG,SRR7107782_Portugal,chr28,38708593,38831712,123120,1216,93.1,24128770,no
40481,RG,SRR7107782_Portugal,chr6,23717722,23840845,123124,840,81.8,24251894,no
40346,RG,SRR7107782_Portugal,chr5,52241240,52364448,123209,885,94.1,24375103,no
37567,RG,SRR7107782_Portugal,chr14,57273496,57396919,123424,777,95.6,24498527,no
37487,RG,SRR7107782_Portugal,chr14,5081903,5205434,123532,802,91.3,24622059,no
37623,RG,SRR7107782_Portugal,chr16,2115041,2238713,123673,486,80.8,24745732,no
40784,RG,SRR7107782_Portugal,chr8,9356852,9480722,123871,855,93.8,24869603,no
37545,RG,SRR7107782_Portugal,chr14,34781970,34905842,123873,676,87.4,24993476,no
40412,RG,SRR7107782_Portugal,chr5,79994158,80118212,124055,449,92.7,25117531,no
40568,RG,SRR7107782_Portugal,chr6,65185811,65310259,124449,982,95.2,25241980,no
40851,RG,SRR7107782_Portugal,chr8,35077653,35202122,124470,490,91.7,25366450,no
37258,RG,SRR7107782_Portugal,chr10,34248092,34372902,124811,964,95.7,25491261,no
39215,RG,SRR7107782_Portugal,chr2,22113227,22238126,124900,961,88.2,25616161,no
37633,RG,SRR7107782_Portugal,chr16,6478153,6603190,125038,482,90.5,25741199,no
40879,RG,SRR7107782_Portugal,chr8,50286525,50411602,125078,430,90,25866277,no
37928,RG,SRR7107782_Portugal,chr18,8714856,8839970,125115,540,89.7,25991392,no
39471,RG,SRR7107782_Portugal,chr31,4490719,4615852,125134,1222,96.6,26116526,no
39263,RG,SRR7107782_Portugal,chr2,38415031,38540421,125391,739,95.4,26241917,no
40494,RG,SRR7107782_Portugal,chr6,31226125,31351636,125512,1251,95.2,26367429,no
37486,RG,SRR7107782_Portugal,chr14,4526865,4652427,125563,687,74.4,26492992,no
37252,RG,SRR7107782_Portugal,chr10,31371678,31497252,125575,1120,94.7,26618567,no
40733,RG,SRR7107782_Portugal,chr7,67757726,67883317,125592,997,96,26744159,no
39182,RG,SRR7107782_Portugal,chr2,10082427,10208225,125799,815,80.5,26869958,no
37323,RG,SRR7107782_Portugal,chr11,13126761,13252589,125829,549,94.9,26995787,no
38419,RG,SRR7107782_Portugal,chr20,8006843,8132742,125900,588,91.6,27121687,no
40157,RG,SRR7107782_Portugal,chr4,34439635,34565598,125964,495,87.3,27247651,no
40889,RG,SRR7107782_Portugal,chr8,56375265,56501344,126080,1143,95.9,27373731,no
39685,RG,SRR7107782_Portugal,chr34,11635647,11761946,126300,1045,96.5,27500031,no
40384,RG,SRR7107782_Portugal,chr5,68550160,68676495,126336,941,95.7,27626367,no
39218,RG,SRR7107782_Portugal,chr2,22980189,23106609,126421,770,89.4,27752788,no
38594,RG,SRR7107782_Portugal,chr22,159064,285654,126591,304,85.6,27879379,no
39087,RG,SRR7107782_Portugal,chr28,29004574,29131308,126735,753,90.5,28006114,no
38620,RG,SRR7107782_Portugal,chr22,19660939,19787686,126748,502,91.7,28132862,no
40547,RG,SRR7107782_Portugal,chr6,56850288,56977048,126761,782,96.1,28259623,no
40104,RG,SRR7107782_Portugal,chr4,7443327,7570093,126767,716,85.4,28386390,no
39635,RG,SRR7107782_Portugal,chr33,17995256,18122088,126833,614,92.7,28513223,no
40511,RG,SRR7107782_Portugal,chr6,36706746,36833652,126907,650,89.6,28640130,no
39494,RG,SRR7107782_Portugal,chr31,12114126,12241092,126967,1122,89.3,28767097,no
40982,RG,SRR7107782_Portugal,chr9,30825156,30952142,126987,1241,94.8,28894084,no
39713,RG,SRR7107782_Portugal,chr34,23770592,23897594,127003,803,96.2,29021087,no
39172,RG,SRR7107782_Portugal,chr2,2960911,3087923,127013,760,68.7,29148100,no
37639,RG,SRR7107782_Portugal,chr16,8896805,9023843,127039,480,90.9,29275139,no
40836,RG,SRR7107782_Portugal,chr8,28666301,28793638,127338,711,84.4,29402477,no
37602,RG,SRR7107782_Portugal,chr15,14498043,14625396,127354,408,58.5,29529831,no
39271,RG,SRR7107782_Portugal,chr2,40636485,40763977,127493,662,95.8,29657324,no
40304,RG,SRR7107782_Portugal,chr5,29363245,29490873,127629,738,94.8,29784953,no
38221,RG,SRR7107782_Portugal,chr1,49352752,49480412,127661,814,94.6,29912614,no
40091,RG,SRR7107782_Portugal,chr3,62126741,62254514,127774,409,54.7,30040388,no
40007,RG,SRR7107782_Portugal,chr3,32216606,32344694,128089,915,97,30168477,no
39700,RG,SRR7107782_Portugal,chr34,16911597,17039705,128109,860,86.7,30296586,no
39606,RG,SRR7107782_Portugal,chr33,3130012,3258201,128190,1062,96.5,30424776,no
38509,RG,SRR7107782_Portugal,chr21,21290146,21418338,128193,448,88.7,30552969,no
39411,RG,SRR7107782_Portugal,chr30,22538769,22667618,128850,1060,95.6,30681819,no
38702,RG,SRR7107782_Portugal,chr23,37382723,37511684,128962,498,92.8,30810781,no
40691,RG,SRR7107782_Portugal,chr7,55212006,55341136,129131,797,94.7,30939912,no
40727,RG,SRR7107782_Portugal,chr7,66167297,66296744,129448,477,87.7,31069360,no
40782,RG,SRR7107782_Portugal,chr8,8284016,8413729,129714,658,94.3,31199074,no
37331,RG,SRR7107782_Portugal,chr11,17148403,17278304,129902,819,95.7,31328976,no
37273,RG,SRR7107782_Portugal,chr10,57328805,57459214,130410,621,74.7,31459386,no
40510,RG,SRR7107782_Portugal,chr6,36525731,36656294,130564,690,94.4,31589950,no
37903,RG,SRR7107782_Portugal,chr17,59880235,60011280,131046,434,58.3,31720996,no
39201,RG,SRR7107782_Portugal,chr2,16585539,16716650,131112,850,94.3,31852108,no
40684,RG,SRR7107782_Portugal,chr7,51288691,51420037,131347,761,93.5,31983455,no
37634,RG,SRR7107782_Portugal,chr16,6793165,6924667,131503,1106,95.5,32114958,no
38573,RG,SRR7107782_Portugal,chr21,44442294,44573923,131630,1520,96.6,32246588,no
38661,RG,SRR7107782_Portugal,chr22,35241556,35373310,131755,1143,90.4,32378343,no
39647,RG,SRR7107782_Portugal,chr33,23731431,23863276,131846,622,95.9,32510189,no
38963,RG,SRR7107782_Portugal,chr27,17891656,18023503,131848,1134,96.3,32642037,no
37466,RG,SRR7107782_Portugal,chr12,66899307,67031427,132121,978,95.7,32774158,no
40150,RG,SRR7107782_Portugal,chr4,31233233,31365476,132244,798,93.9,32906402,no
39976,RG,SRR7107782_Portugal,chr3,4246104,4378364,132261,598,89.4,33038663,no
40207,RG,SRR7107782_Portugal,chr4,62311992,62444265,132274,817,93.5,33170937,no
39001,RG,SRR7107782_Portugal,chr27,34027291,34159861,132571,526,83.2,33303508,no
40985,RG,SRR7107782_Portugal,chr9,32696368,32829074,132707,816,94.7,33436215,no
37341,RG,SRR7107782_Portugal,chr11,21292243,21424999,132757,572,94.2,33568972,no
38149,RG,SRR7107782_Portugal,chr1,3903325,4036115,132791,528,89,33701763,no
40855,RG,SRR7107782_Portugal,chr8,37546012,37678908,132897,635,93.6,33834660,no
38351,RG,SRR7107782_Portugal,chr1,102196591,102329717,133127,439,94.9,33967787,no
39764,RG,SRR7107782_Portugal,chr34,40619196,40752331,133136,556,93.3,34100923,no
38919,RG,SRR7107782_Portugal,chr26,30402179,30535356,133178,758,88.3,34234101,no
38453,RG,SRR7107782_Portugal,chr20,54251423,54384881,133459,1012,96.7,34367560,no
38430,RG,SRR7107782_Portugal,chr20,13483774,13617319,133546,934,95.7,34501106,no
37723,RG,SRR7107782_Portugal,chr16,45254579,45388279,133701,1044,94.1,34634807,no
38953,RG,SRR7107782_Portugal,chr27,2559536,2693500,133965,1799,95.1,34768772,no
39587,RG,SRR7107782_Portugal,chr32,36114930,36249004,134075,971,95.4,34902847,no
40680,RG,SRR7107782_Portugal,chr7,48957176,49091327,134152,794,95.3,35036999,no
40239,RG,SRR7107782_Portugal,chr5,2363976,2498212,134237,815,93.5,35171236,no
40094,RG,SRR7107782_Portugal,chr3,63736553,63870859,134307,986,80.9,35305543,no
38693,RG,SRR7107782_Portugal,chr23,34403513,34537822,134310,565,93,35439853,no
37480,RG,SRR7107782_Portugal,chr14,641724,776355,134632,467,86.7,35574485,no
38089,RG,SRR7107782_Portugal,chr19,29407523,29542226,134704,1237,96.9,35709189,no
39339,RG,SRR7107782_Portugal,chr2,68626626,68761347,134722,785,94.7,35843911,no
39619,RG,SRR7107782_Portugal,chr33,9741364,9876166,134803,1373,96.1,35978714,no
40402,RG,SRR7107782_Portugal,chr5,74379612,74514651,135040,1268,93.8,36113754,no
39841,RG,SRR7107782_Portugal,chr35,25496318,25631367,135050,1232,97,36248804,no
37838,RG,SRR7107782_Portugal,chr17,35545644,35680913,135270,887,78.9,36384074,no
38459,RG,SRR7107782_Portugal,chr20,56801741,56937639,135899,922,96.8,36519973,no
40795,RG,SRR7107782_Portugal,chr8,14693803,14829894,136092,669,93.5,36656065,no
39791,RG,SRR7107782_Portugal,chr35,5603789,5740040,136252,834,94.5,36792317,no
40293,RG,SRR7107782_Portugal,chr5,23795410,23931958,136549,575,90.2,36928866,no
40135,RG,SRR7107782_Portugal,chr4,23410375,23547058,136684,630,91.3,37065550,no
39394,RG,SRR7107782_Portugal,chr30,1041354,1178051,136698,552,83.2,37202248,no
40668,RG,SRR7107782_Portugal,chr7,40450667,40587531,136865,1111,95.5,37339113,no
38174,RG,SRR7107782_Portugal,chr1,14331601,14468627,137027,701,95.3,37476140,no
39370,RG,SRR7107782_Portugal,chr2,79368107,79505323,137217,823,83.2,37613357,no
39030,RG,SRR7107782_Portugal,chr28,4154810,4292211,137402,871,95,37750759,no
37721,RG,SRR7107782_Portugal,chr16,44654350,44791869,137520,1078,96,37888279,no
38383,RG,SRR7107782_Portugal,chr1,114754827,114892396,137570,613,93.4,38025849,no
38414,RG,SRR7107782_Portugal,chr20,4452293,4589962,137670,617,89.2,38163519,no
39214,RG,SRR7107782_Portugal,chr2,21796346,21934307,137962,712,94.3,38301481,no
38005,RG,SRR7107782_Portugal,chr18,37467450,37605427,137978,1126,95.5,38439459,no
39039,RG,SRR7107782_Portugal,chr28,7964264,8102289,138026,862,93.3,38577485,no
39269,RG,SRR7107782_Portugal,chr2,40315975,40454042,138068,857,94.2,38715553,no
38133,RG,SRR7107782_Portugal,chr19,46365165,46503239,138075,740,95.6,38853628,no
38520,RG,SRR7107782_Portugal,chr21,26214757,26352961,138205,271,81,38991833,no
39511,RG,SRR7107782_Portugal,chr31,18116558,18254770,138213,1545,96,39130046,no
40151,RG,SRR7107782_Portugal,chr4,31420247,31558462,138216,886,95,39268262,no
38588,RG,SRR7107782_Portugal,chr21,49053312,49191732,138421,1450,96.2,39406683,no
38793,RG,SRR7107782_Portugal,chr24,21524245,21662974,138730,413,91.6,39545413,no
39662,RG,SRR7107782_Portugal,chr34,909070,1047818,138749,746,93.5,39684162,no
39337,RG,SRR7107782_Portugal,chr2,67988472,68127504,139033,699,92.9,39823195,no
40122,RG,SRR7107782_Portugal,chr4,17053904,17193470,139567,930,95.3,39962762,no
37581,RG,SRR7107782_Portugal,chr15,6788,146371,139584,1107,93.1,40102346,no
37805,RG,SRR7107782_Portugal,chr17,21316845,21456942,140098,474,89.9,40242444,no
38015,RG,SRR7107782_Portugal,chr18,41204122,41344234,140113,1721,97.3,40382557,no
39766,RG,SRR7107782_Portugal,chr34,41174170,41314484,140315,2023,97.3,40522872,no
40973,RG,SRR7107782_Portugal,chr9,24156362,24296775,140414,728,93.7,40663286,no
37193,RG,SRR7107782_Portugal,chr10,8031097,8172218,141122,684,94.3,40804408,no
39278,RG,SRR7107782_Portugal,chr2,42112132,42253268,141137,843,95,40945545,no
40576,RG,SRR7107782_Portugal,chr6,69845448,69986603,141156,1581,96.6,41086701,no
38211,RG,SRR7107782_Portugal,chr1,39422240,39563796,141557,897,92,41228258,no
40831,RG,SRR7107782_Portugal,chr8,27400562,27542269,141708,775,95.3,41369966,no
37442,RG,SRR7107782_Portugal,chr12,52837804,52979633,141830,1027,95.5,41511796,no
37932,RG,SRR7107782_Portugal,chr18,9768146,9910026,141881,675,95.9,41653677,no
38790,RG,SRR7107782_Portugal,chr24,20542642,20684529,141888,1064,85.1,41795565,no
39628,RG,SRR7107782_Portugal,chr33,16072411,16214372,141962,1236,96.5,41937527,no
37316,RG,SRR7107782_Portugal,chr11,7982684,8124903,142220,623,79.6,42079747,no
38372,RG,SRR7107782_Portugal,chr1,110112059,110254684,142626,797,95.4,42222373,no
39186,RG,SRR7107782_Portugal,chr2,11198458,11341088,142631,417,87.3,42365004,no
38376,RG,SRR7107782_Portugal,chr1,112272257,112415016,142760,557,92.7,42507764,no
37364,RG,SRR7107782_Portugal,chr11,41964884,42107763,142880,866,91.3,42650644,no
37572,RG,SRR7107782_Portugal,chr14,58299322,58442449,143128,1275,97.8,42793772,no
39983,RG,SRR7107782_Portugal,chr3,8686314,8829592,143279,429,90.2,42937051,no
37712,RG,SRR7107782_Portugal,chr16,39484694,39627987,143294,806,67.2,43080345,no
38458,RG,SRR7107782_Portugal,chr20,56634537,56777831,143295,914,94.2,43223640,no
39310,RG,SRR7107782_Portugal,chr2,58819460,58962771,143312,1031,84.1,43366952,no
39636,RG,SRR7107782_Portugal,chr33,18219684,18363190,143507,1277,96.8,43510459,no
37196,RG,SRR7107782_Portugal,chr10,8906526,9050045,143520,920,94.5,43653979,no
37800,RG,SRR7107782_Portugal,chr17,20144881,20288794,143914,815,95.4,43797893,no
39403,RG,SRR7107782_Portugal,chr30,16977219,17121219,144001,953,95.1,43941894,no
39479,RG,SRR7107782_Portugal,chr31,6930816,7074856,144041,1205,93,44085935,no
38230,RG,SRR7107782_Portugal,chr1,52410409,52554555,144147,1284,96.1,44230082,no
40535,RG,SRR7107782_Portugal,chr6,49602957,49747120,144164,1028,93,44374246,no
39331,RG,SRR7107782_Portugal,chr2,65776296,65920605,144310,1249,96,44518556,no
38028,RG,SRR7107782_Portugal,chr18,46402153,46546614,144462,1236,96.2,44663018,no
39227,RG,SRR7107782_Portugal,chr2,26016623,26161207,144585,1133,94.1,44807603,no
40548,RG,SRR7107782_Portugal,chr6,57435340,57579987,144648,541,94.1,44952251,no
38513,RG,SRR7107782_Portugal,chr21,23510776,23655466,144691,837,96.6,45096942,no
39232,RG,SRR7107782_Portugal,chr2,27025693,27170565,144873,1019,94.6,45241815,no
37732,RG,SRR7107782_Portugal,chr16,46964982,47109931,144950,1077,95.8,45386765,no
40955,RG,SRR7107782_Portugal,chr9,11713154,11858245,145092,693,95.1,45531857,no
37283,RG,SRR7107782_Portugal,chr10,62513223,62658586,145364,467,91.2,45677221,no
37517,RG,SRR7107782_Portugal,chr14,22456762,22602389,145628,961,94,45822849,no
38222,RG,SRR7107782_Portugal,chr1,49592076,49737869,145794,870,94.6,45968643,no
37600,RG,SRR7107782_Portugal,chr15,13358288,13504130,145843,791,88,46114486,no
38536,RG,SRR7107782_Portugal,chr21,29791935,29938534,146600,615,94,46261086,no
37629,RG,SRR7107782_Portugal,chr16,5259237,5405870,146634,581,88.8,46407720,no
40248,RG,SRR7107782_Portugal,chr5,5554488,5701457,146970,553,90,46554690,no
38791,RG,SRR7107782_Portugal,chr24,20718634,20865607,146974,1020,94.1,46701664,no
40816,RG,SRR7107782_Portugal,chr8,21529894,21677333,147440,1482,96.7,46849104,no
40057,RG,SRR7107782_Portugal,chr3,49601975,49750142,148168,1001,94.4,46997272,no
38304,RG,SRR7107782_Portugal,chr1,83157422,83305703,148282,793,92.9,47145554,no
37820,RG,SRR7107782_Portugal,chr17,28316254,28464774,148521,1207,96.3,47294075,no
37840,RG,SRR7107782_Portugal,chr17,36165386,36313918,148533,888,92.2,47442608,no
39234,RG,SRR7107782_Portugal,chr2,27273668,27422457,148790,962,89.8,47591398,no
37289,RG,SRR7107782_Portugal,chr10,65498528,65647638,149111,1255,96.6,47740509,no
40557,RG,SRR7107782_Portugal,chr6,61723500,61872767,149268,834,87.5,47889777,no
37652,RG,SRR7107782_Portugal,chr16,16692169,16841541,149373,1124,96.6,48039150,no
37540,RG,SRR7107782_Portugal,chr14,32139493,32289314,149822,518,95.8,48188972,no
40799,RG,SRR7107782_Portugal,chr8,15723797,15873634,149838,736,89.2,48338810,no
40019,RG,SRR7107782_Portugal,chr3,36313725,36463689,149965,975,97.8,48488775,no
38763,RG,SRR7107782_Portugal,chr24,9349379,9499471,150093,1027,94,48638868,no
39566,RG,SRR7107782_Portugal,chr31,38258810,38409009,150200,1592,97.3,48789068,no
39981,RG,SRR7107782_Portugal,chr3,7940552,8090804,150253,530,25,48939321,no
37931,RG,SRR7107782_Portugal,chr18,9572005,9722421,150417,740,91.1,49089738,no
38467,RG,SRR7107782_Portugal,chr21,8409763,8560217,150455,462,87.2,49240193,no
37768,RG,SRR7107782_Portugal,chr17,3023344,3173882,150539,727,92.7,49390732,no
40970,RG,SRR7107782_Portugal,chr9,23004067,23154728,150662,817,94.9,49541394,no
40266,RG,SRR7107782_Portugal,chr5,11203007,11353769,150763,1290,96.4,49692157,no
40975,RG,SRR7107782_Portugal,chr9,25194724,25345546,150823,639,82.5,49842980,no
37270,RG,SRR7107782_Portugal,chr10,56316272,56467520,151249,662,95.1,49994229,no
39982,RG,SRR7107782_Portugal,chr3,8190373,8341635,151263,780,95.4,50145492,no
37432,RG,SRR7107782_Portugal,chr12,10993523,11144995,151473,790,94.4,50296965,no
40628,RG,SRR7107782_Portugal,chr7,20579639,20731281,151643,819,94.3,50448608,no
38613,RG,SRR7107782_Portugal,chr22,16289530,16441399,151870,507,82.1,50600478,no
37534,RG,SRR7107782_Portugal,chr14,28757527,28909467,151941,1209,96,50752419,no
38330,RG,SRR7107782_Portugal,chr1,93053869,93205906,152038,712,92,50904457,no
39018,RG,SRR7107782_Portugal,chr27,39689054,39841241,152188,974,95,51056645,no
38873,RG,SRR7107782_Portugal,chr25,43758276,43910486,152211,463,85.6,51208856,no
37230,RG,SRR7107782_Portugal,chr10,22199119,22351440,152322,774,92.4,51361178,no
40983,RG,SRR7107782_Portugal,chr9,31306679,31459005,152327,637,95.6,51513505,no
37490,RG,SRR7107782_Portugal,chr14,7066807,7219146,152340,563,91.1,51665845,no
38348,RG,SRR7107782_Portugal,chr1,99955727,100108291,152565,416,87,51818410,no
40469,RG,SRR7107782_Portugal,chr6,17318225,17471058,152834,543,84.7,51971244,no
37909,RG,SRR7107782_Portugal,chr17,61822790,61975970,153181,1376,93.7,52124425,no
40604,RG,SRR7107782_Portugal,chr6,75362292,75516174,153883,771,95.9,52278308,no
37245,RG,SRR7107782_Portugal,chr10,28669356,28823421,154066,1069,96.6,52432374,no
40326,RG,SRR7107782_Portugal,chr5,41264438,41418670,154233,629,96.4,52586607,no
39307,RG,SRR7107782_Portugal,chr2,56955236,57109798,154563,1427,97.2,52741170,no
39967,RG,SRR7107782_Portugal,chr38,21875872,22031356,155485,992,65.1,52896655,no
39153,RG,SRR7107782_Portugal,chr29,36690520,36846124,155605,1407,97,53052260,no
40351,RG,SRR7107782_Portugal,chr5,54232502,54388303,155802,1242,97.3,53208062,no
38300,RG,SRR7107782_Portugal,chr1,80437540,80594200,156661,974,95,53364723,no
40693,RG,SRR7107782_Portugal,chr7,55623693,55781258,157566,1078,96.9,53522289,no
38146,RG,SRR7107782_Portugal,chr1,1841382,1999184,157803,723,95.8,53680092,no
38212,RG,SRR7107782_Portugal,chr1,40249398,40407499,158102,973,94.4,53838194,no
37796,RG,SRR7107782_Portugal,chr17,17794181,17952387,158207,1284,96.3,53996401,no
39187,RG,SRR7107782_Portugal,chr2,12952999,13111443,158445,704,93.2,54154846,no
37546,RG,SRR7107782_Portugal,chr14,35308381,35466844,158464,1007,94.8,54313310,no
37940,RG,SRR7107782_Portugal,chr18,11693512,11852239,158728,1063,96.1,54472038,no
38740,RG,SRR7107782_Portugal,chr23,50782165,50940942,158778,1668,97,54630816,no
39814,RG,SRR7107782_Portugal,chr35,13963875,14123366,159492,1468,97.2,54790308,no
38436,RG,SRR7107782_Portugal,chr20,29557456,29717143,159688,1121,93.7,54949996,no
37792,RG,SRR7107782_Portugal,chr17,15080600,15240418,159819,1048,95.9,55109815,no
37797,RG,SRR7107782_Portugal,chr17,18269091,18428941,159851,573,69.2,55269666,no
39433,RG,SRR7107782_Portugal,chr30,31129836,31289694,159859,1530,97.1,55429525,no
38433,RG,SRR7107782_Portugal,chr20,27909990,28069860,159871,1108,96.1,55589396,no
38798,RG,SRR7107782_Portugal,chr24,24021427,24181542,160116,1005,86.2,55749512,no
39965,RG,SRR7107782_Portugal,chr38,20786309,20946435,160127,1014,95.4,55909639,no
38782,RG,SRR7107782_Portugal,chr24,17699793,17860155,160363,553,94,56070002,no
38223,RG,SRR7107782_Portugal,chr1,50150337,50311093,160757,1101,90.6,56230759,no
40026,RG,SRR7107782_Portugal,chr3,39990660,40151468,160809,992,95.7,56391568,no
39068,RG,SRR7107782_Portugal,chr28,21811324,21972230,160907,1040,95.8,56552475,no
40518,RG,SRR7107782_Portugal,chr6,42717735,42879426,161692,805,86.4,56714167,no
38876,RG,SRR7107782_Portugal,chr25,44319054,44480991,161938,418,85.2,56876105,no
37505,RG,SRR7107782_Portugal,chr14,17361125,17523105,161981,778,89.8,57038086,no
38780,RG,SRR7107782_Portugal,chr24,16575555,16737876,162322,598,95.5,57200408,no
38140,RG,SRR7107782_Portugal,chr19,49727199,49889618,162420,752,91.4,57362828,no
40035,RG,SRR7107782_Portugal,chr3,43245930,43408620,162691,1203,93.8,57525519,no
40409,RG,SRR7107782_Portugal,chr5,78580677,78743397,162721,536,78.7,57688240,no
39289,RG,SRR7107782_Portugal,chr2,45155805,45318657,162853,1038,95.9,57851093,no
39790,RG,SRR7107782_Portugal,chr35,5362727,5525666,162940,855,92.4,58014033,no
